lvl#, ch#, challengeWord, 2XLetter, allPossibleWords, has2X, splitDistanceBetweenLetters, maxSequenceLetters, firstIndex
25, 3, musexaless, , meal sels seas ess maes see ale useless muses mules meals sale sal sexless muse sees sex sea male mas mels sae mae mel sass sals ales mus els mule males less sel muss mess mass seals seal exes les sexes uses als sales ass use , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 3 3 4 5 3 0 2 4 4 4 2 2 1 0 3 0 1 4 6 5 3 5 4 4 3 0 0 3 4 4 0 2 5 6 6 2 1 2 0 2 4 1 2 2 0 , 2 2 2 2 2 2 3 4 4 3 2 3 2 4 4 2 3 2 3 1 1 1 1 1 2 2 4 3 1 2 4 4 2 3 2 2 2 2 2 3 3 3 2 4 2 3 , 0 2 2 3 0 2 5 1 0 0 0 2 2 2 0 2 2 2 0 0 0 2 0 0 2 2 5 0 3 0 0 6 2 0 0 0 2 2 3 6 2 1 5 2 5 1 
25, 4, bronpeachi, , bronchi chi beach bone bra boa rec pah bach breach bah pec roe opah ope rai broach roach rope bop rah bonaci peach brach bro roc phi pech ahi pea nah reach bronc pac one peh rei each , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 0 4 2 4 4 4 2 5 3 6 1 2 3 1 6 3 3 1 2 5 4 0 4 0 4 3 1 1 0 3 3 3 1 1 2 6 0 , 4 3 4 2 2 1 1 1 3 4 1 2 2 1 2 1 3 3 2 1 1 2 5 3 3 2 2 2 2 3 1 4 4 2 2 2 1 4 , 0 7 0 0 0 0 1 4 0 0 0 4 1 2 2 1 0 1 1 0 1 0 4 0 0 1 4 4 6 4 3 1 0 4 2 4 1 5 
25, 5, drumissals, , rials dial ria dials dals drum dis mils sal dumas dui mas diss mis rias missals dal miss sals drums mil duma rum dual duals missal ras rial rums als , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 5 4 5 6 0 3 3 1 5 2 4 3 0 5 0 6 0 1 1 3 4 0 5 5 0 6 4 1 0 , 3 2 1 3 3 4 2 2 2 2 1 1 3 3 1 7 2 4 3 4 2 2 3 2 3 6 1 2 3 3 , 1 0 1 0 0 0 0 3 5 0 0 3 0 3 1 3 0 3 5 0 3 0 1 0 0 3 1 1 1 7 
25, 6, icylulling, , cluing lulling lull cig lin cuing culling ill lug yin icy clung ling cling lung icing cull , False False False False False False False False False False False False False False False False False , 3 0 0 6 3 4 2 3 4 4 0 4 3 4 3 5 2 , 3 7 4 1 2 3 6 1 2 2 3 2 3 3 2 3 3 , 1 3 3 1 3 1 1 0 3 2 0 1 3 1 3 0 1 
25, 7, hotombeds, , eds meds hood toes tod tods hots hod tombed beds hotbeds ods med tomes hoes toed hot tombs toe hods tome hobs homed teds hotbed hoed hob bes hes hos obe oms toms tomb home ted obes tom hoe hoods bed oes homes , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 1 4 3 3 3 5 5 0 0 2 5 1 2 5 2 0 2 2 5 1 5 3 3 2 4 3 1 6 6 3 5 3 0 3 3 4 0 4 4 0 5 4 , 3 3 2 2 2 2 3 2 6 4 4 2 2 3 2 2 3 4 2 2 3 2 2 3 3 2 2 2 1 2 2 1 3 4 2 2 2 3 2 2 3 1 2 , 6 4 0 2 2 2 0 0 2 5 0 1 4 2 0 2 0 2 2 0 2 0 0 2 0 0 0 5 0 0 1 1 2 2 0 2 1 2 0 0 5 1 0 
25, 8, catechugis, g, hug this chi ags tech techs aegis ecu tui thus cate catechus ahis tugs cis catechu ates egis chug tuis chis hugs catch tegs tis cats chugs thug ate cat ahi thugs cates his ais ahs ecus teg tug , True False False True False False True False False False False False False True False False False True True False False True False True False False True True False False False True False False False False False True True , 0 4 6 6 0 3 4 1 4 4 0 2 5 4 7 0 5 3 4 4 6 1 1 4 5 6 5 2 0 0 5 3 5 2 6 6 3 3 3 , 3 2 1 1 4 4 3 2 1 2 4 7 2 2 2 7 3 3 3 2 2 3 3 2 2 3 3 3 3 3 1 3 4 2 2 1 2 2 2 , 5 2 0 1 2 2 1 3 2 2 0 0 1 2 0 0 1 3 0 2 0 5 0 2 2 0 0 2 1 0 1 2 0 5 1 1 3 2 2 
25, 9, dotpiossum, , ism dis opium piss possum dos piu dim sum pom diss toss dot doss opossum doum doom tis pis ops tom dots dom , False False False False False False False False False False False False False False False False False False False False False False False , 3 4 4 1 1 4 3 7 1 4 4 2 0 4 2 6 6 2 1 3 5 3 7 , 1 1 2 2 5 2 2 1 2 1 2 3 3 2 5 2 2 1 2 1 1 3 2 , 4 0 1 3 3 0 3 0 6 3 0 2 0 0 1 0 0 2 3 1 2 0 0 
26, 0, canaippers, , air nappes aas airs canape ars caner nap anes cans apes nip ers caps can caners pes anas canapes capers napper nappers nips car cis ane nae ape per napes nipper anis cape capes ani ana cap nape apps caper capper cars cappers nippers ais cane naps canes nappe apers app aper , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 2 6 5 2 6 4 1 5 6 5 1 0 6 0 4 2 5 3 4 1 1 4 6 7 4 3 4 1 3 1 5 4 5 1 0 3 2 5 4 3 6 3 1 6 4 4 5 1 4 3 4 , 1 3 1 2 4 2 3 2 2 3 1 2 3 2 3 3 1 3 4 3 4 5 2 2 1 2 2 1 2 2 5 2 2 2 2 3 2 2 2 2 4 2 5 6 1 3 2 3 3 3 2 2 , 1 2 1 1 0 1 0 2 1 0 1 2 7 0 0 0 5 1 0 0 2 2 2 0 0 1 2 1 5 2 2 1 0 0 1 1 0 2 1 0 0 0 0 2 1 0 2 0 2 1 1 1 
26, 1, snairefare, , air naira areae fare area afar ere see safe are ire naif snare ref siree sir near sea airer ree sear airfare sae arf nae snarf saree rare sere far ear rear ser sire nee snarer , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 2 3 0 2 3 2 7 6 1 0 2 1 0 5 2 4 5 2 3 5 1 3 2 2 2 5 2 6 0 1 1 6 2 6 3 , 3 4 2 4 2 3 2 1 1 2 3 3 3 3 3 2 2 1 4 2 2 4 1 1 2 3 2 3 2 3 2 2 1 3 1 3 , 2 1 2 6 2 2 5 0 0 2 3 1 0 4 0 0 1 0 2 4 0 2 0 2 1 0 0 4 0 6 5 4 0 0 1 0 
26, 2, hyminstill, , mini til hins hint hit hist instill mint still mist till ill yin mill yins mis hill nill instil mil hin hymns ins nil sill yill his inti hymn , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 0 2 3 4 3 0 1 0 1 0 4 1 4 1 1 6 2 0 4 2 1 0 2 1 5 3 1 1 , 3 3 3 2 1 2 7 3 5 2 4 2 2 2 3 2 2 3 6 2 2 3 3 2 3 2 1 2 3 , 2 6 0 0 0 0 3 2 5 2 6 3 1 2 1 2 0 4 3 2 0 0 3 4 5 1 0 3 0 
26, 3, renosttier, , rester rote enter nor noir res not osier rot renter roe tier otter nose sir ree nosier ens rete rose retie rente roti nos ester noter roster rotter ose rent rosier ret rest note rentier tie ser rei rotte stir , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 5 4 5 4 2 1 2 3 4 6 1 2 3 3 6 2 1 5 5 4 4 4 0 4 3 4 4 3 2 4 3 2 3 3 1 3 5 4 2 , 2 1 2 2 2 2 2 3 1 3 1 3 2 3 1 2 3 2 2 2 2 3 1 3 2 2 3 2 2 3 3 2 2 2 3 2 2 2 2 2 , 0 0 1 2 2 0 2 3 0 0 0 5 3 2 4 0 2 1 0 0 0 0 0 2 1 2 0 0 3 0 0 0 0 2 0 5 4 0 0 4 
26, 4, lesusenres, u, sue uns sene ess lessees suers res leu ere see esne lees ers eses lessens lues seres lens lessen users lure esses sees sues sers sure user ens leses lunes lune lenes lessee lee leer sere esnes less sun suss suer lures leers suns ser lesser les sen uses use , True True False False False True False True False False False False False False False True False False False True True False False True False True True False False True True False False False False False False False True True True True False True False False False False True True , 1 4 3 1 3 3 0 1 5 4 4 6 6 5 3 6 3 6 1 2 5 4 4 4 4 3 1 6 5 5 5 5 3 3 4 3 4 1 2 4 2 5 5 4 3 2 0 2 3 0 , 2 1 2 2 3 2 3 2 2 1 2 2 1 2 3 1 3 2 3 3 2 2 2 2 1 2 3 1 3 2 1 2 3 2 2 2 2 3 2 3 2 3 2 2 1 3 3 2 3 3 , 2 3 2 1 0 2 7 0 1 2 1 0 1 1 0 0 2 0 0 3 0 1 2 2 2 2 3 1 0 0 0 0 0 0 0 2 1 0 2 2 2 0 0 2 2 0 0 2 3 3 
26, 5, jobkbiners, , joiner bines kin ons obis join kirs kiers ers joe jobbers jokier ones jin obi bin oke kir bier bis bins jobber jokers jones kines joiners bine ors bes biner joke kine joins biners obe ins kins jobs obes jins okes job kis jokes one oes kier joes biers joker , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 3 1 6 5 3 3 2 0 5 3 3 5 4 2 2 4 3 3 5 4 3 4 5 2 3 2 6 5 2 4 1 5 2 4 2 3 6 5 6 5 0 4 5 4 6 2 6 3 4 , 4 3 2 1 2 2 2 3 3 2 3 2 2 2 2 2 1 1 2 1 2 3 3 2 3 5 3 2 1 4 2 3 2 5 2 2 2 3 2 2 1 3 1 2 2 1 2 2 3 2 , 0 2 3 1 1 0 3 3 7 0 0 0 1 0 1 2 1 3 2 2 2 0 0 0 3 0 2 1 2 2 0 3 0 2 1 5 3 0 1 0 1 0 3 0 1 1 3 0 2 0 
26, 6, adoeckbers, , ados deke docks abs ars dock doc deb deckers decks decker dors ads ers dekes ace oke dos oes dee eke ekes docker doers does deers adobe ockers ado ors doe bes deer aces ocker docs adobes obe dees obes doer dockers dor okes deck debs , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 6 3 4 7 7 1 1 3 2 4 2 5 7 4 4 5 3 6 5 4 2 3 2 4 5 4 3 2 0 5 0 1 4 6 2 5 4 3 5 4 4 2 5 4 1 5 , 3 1 2 1 2 2 2 1 3 3 3 2 2 2 1 1 1 2 2 1 1 1 2 3 3 3 3 3 3 2 3 2 2 1 2 2 3 2 1 2 3 3 2 1 3 1 , 0 1 1 0 0 1 1 1 1 1 1 1 0 3 1 0 2 1 2 1 3 3 1 1 1 1 0 2 0 2 1 6 1 0 2 1 0 2 1 2 1 1 1 2 1 1 
26, 7, trmusestor, , muser res mut tet tres ruse set muses met tutor muse rues truest user true rut tussor trues rust mus mor ruer tut trustor ret tor ruses rest muss tret truss truer ser must rue uses trust test use , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 3 3 5 3 1 1 0 3 5 0 2 2 3 2 4 4 2 3 0 5 5 5 3 4 7 1 3 1 4 2 5 3 2 2 0 3 4 0 , 4 2 2 1 2 3 2 5 1 3 4 2 3 3 2 1 2 2 2 3 2 1 1 3 1 2 4 3 3 2 2 2 2 3 1 4 2 3 3 , 2 1 2 0 0 1 4 2 2 0 2 1 0 3 0 1 0 0 1 2 2 1 0 0 1 0 1 1 2 0 0 0 4 2 1 3 0 0 3 
26, 8, popkennels, , ons pons penne ones kennels pes peel oke oes ope pol penes ens keels ken peels popes opes pope els eel pops open pop eels pols opens poke pokes ops pone pees pones pen kennel pens okes pee kens one keel , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 6 6 3 5 0 7 5 1 6 1 6 5 3 2 0 5 5 5 1 3 2 6 1 0 2 6 4 1 5 6 4 6 5 3 0 6 5 5 3 4 2 , 1 2 4 1 7 1 2 2 1 2 2 2 2 3 3 3 3 2 3 2 2 3 2 3 3 2 2 2 2 2 2 1 2 2 6 2 2 1 3 1 2 , 1 0 0 1 3 0 0 1 1 1 0 0 4 3 3 0 0 1 0 4 4 0 1 0 4 0 1 0 0 1 0 0 0 0 3 0 1 0 3 1 3 
26, 9, sgutizzled, , sue gild sled til tile gid sued stied gie ged sized size tied tiled sizzle guid zed guzzled gled gied ute stile gul led ted guile guild guzzle guiled tie gut sizzled utile sild , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 6 5 6 2 2 6 6 5 5 6 5 5 3 2 3 5 2 2 5 5 4 4 4 0 4 3 4 2 3 3 0 3 2 6 , 1 1 3 2 2 1 2 2 1 2 2 2 2 3 5 2 2 5 3 2 2 2 2 3 2 2 2 4 3 2 3 6 3 1 , 0 1 0 3 3 1 0 0 1 1 0 0 3 3 0 1 5 1 1 1 2 0 1 7 3 1 1 1 1 3 1 0 2 0 
27, 0, disyncshro, , inch synchro syn dish dins discs syncs dino disc din inro ich sync synch disco diss dis ins , False False False False False False False False False False False False False False False False False False , 3 1 0 4 3 2 0 6 2 2 5 4 0 1 5 3 0 3 , 2 4 3 3 2 3 5 2 3 2 2 1 4 4 3 3 3 1 , 1 2 2 0 0 0 2 0 0 0 1 1 2 2 0 0 0 1 
27, 1, samibettor, , bettor air bet att smit sett set met ambo amie same ait sir sae abet mib mor amir saber abettor sat sab mitt tor ami sit sambo mir abo amber sib ser sabe , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 6 0 4 3 4 4 2 4 1 2 3 7 3 2 0 5 5 5 2 4 2 2 1 0 4 4 5 5 4 2 7 2 , 6 1 3 2 2 3 2 2 2 3 3 1 1 2 3 3 2 3 2 6 2 2 2 2 3 1 3 2 1 2 2 1 2 , 4 1 4 1 0 0 0 2 1 1 0 1 0 0 1 2 2 1 0 1 0 0 2 6 1 0 0 2 1 1 0 0 0 
27, 2, cacbannock, , acock cacao ban bank cab back cock abo aba bannock can bock aback nock caca , False False False False False False False False False False False False False False False , 4 3 0 3 1 3 6 4 1 0 3 3 4 1 1 , 3 3 3 3 2 2 3 1 2 7 2 3 2 3 3 , 1 0 3 3 0 3 0 1 1 3 0 3 1 5 0 
27, 3, emisdertic, , ems eider emir miri emit eme set eidetic met mist midi merc tic sec mic miser sic mise mis etic sei emetic mid eide mir ser emic sri , False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 2 3 4 4 3 2 3 4 3 4 5 0 4 6 1 4 1 0 6 3 4 1 2 3 1 6 3 , 2 3 3 2 3 2 1 3 1 3 2 2 3 1 2 3 2 3 3 3 1 3 2 2 2 2 3 1 , 0 0 0 1 0 0 3 0 1 1 1 1 7 3 1 1 3 1 1 0 3 0 1 0 1 3 0 3 
27, 4, cdamhested, , cad dams cast cased deed meed het med dahs met dee date chested chest cate dated hest came cee ahed dam mete hes dames cames dame cat ted ate dad cams case meted ahs dah caste cete cam heed , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 7 2 4 5 5 3 1 4 2 2 5 4 3 3 5 4 0 2 6 4 0 2 0 1 2 1 5 0 4 6 3 5 2 2 1 4 5 1 2 , 1 3 2 2 2 2 2 1 2 1 1 2 6 4 2 3 4 2 1 2 3 2 3 3 2 3 1 3 2 2 2 1 3 1 2 3 2 2 2 , 0 1 0 0 1 3 4 3 1 3 1 1 0 0 0 1 4 0 0 2 1 3 4 1 0 1 0 7 2 1 0 0 3 2 1 0 0 0 4 
27, 5, rcoromgeny, , omen crony cor cony cog orogeny core come corny cory roomy orgy roe con cry rom gen cooey ore corn room coon coo corm men oogeny gey coy , False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 4 0 5 3 1 3 3 4 5 5 4 5 5 6 3 0 4 3 4 2 4 1 1 1 2 1 6 , 2 2 3 2 2 4 3 2 3 3 2 2 1 2 1 1 3 2 2 3 2 2 2 3 2 4 2 2 , 2 1 1 1 1 2 1 1 1 1 0 2 0 1 1 0 6 1 2 1 0 1 1 1 5 2 6 1 
27, 6, rawenkess, , ess wees anes raw res raws ran awes awn eke ekes ree ness ens ane rake rees rank awns rakes ranks ras rawness awee wens wen wee awe ass , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 2 3 0 5 4 2 3 1 1 1 4 1 2 3 3 4 2 3 3 3 5 2 2 2 0 2 0 5 , 2 2 2 3 1 3 2 3 2 2 3 1 3 2 1 2 2 2 2 3 2 2 3 3 3 3 2 3 2 , 3 2 1 0 0 0 0 1 1 3 3 0 4 3 1 0 0 0 1 0 0 0 0 1 2 2 2 1 1 
27, 7, crigeouras, g, gor our era crus cig ria cor res gos cigs ers curs gas cries cors rigor eras cris crier cis rias ors rigors criers cru goa cos ours rigour ora cur rig ras goas rigs rigours crura , True False False False True False False False True True False False True False False True False False False False False False True False False True False False True False False True False True True True False , 2 0 2 6 1 5 5 6 4 6 3 6 4 5 6 2 2 6 3 7 5 2 3 4 4 3 7 1 1 1 5 0 6 3 5 2 4 , 1 3 2 2 2 2 1 1 1 2 1 2 2 3 1 3 3 3 3 1 2 1 3 3 2 1 1 3 3 2 2 3 2 2 3 3 3 , 3 5 4 0 0 1 0 1 3 0 4 0 3 0 0 1 4 0 0 0 1 5 1 0 0 3 0 5 1 5 0 1 1 3 1 1 0 
27, 8, barbelloat, , bel babe bet boat baa area lot belt rat bra bat boa ala barb are blot barbel baba beat all rot ell ball barbell lat babel aba bloat abet blat barbe oat allot ballot bell arb bare eat bar ret bro bot bal abo brat alt barbet art , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 1 7 6 6 4 2 6 5 6 7 6 5 0 1 6 0 5 6 3 5 0 3 0 2 1 5 5 5 6 0 0 4 4 3 0 1 3 0 5 5 7 3 4 6 6 4 6 , 2 2 1 3 2 2 1 2 2 1 2 2 1 4 2 1 6 2 2 2 1 3 2 7 2 3 1 3 2 2 5 3 3 3 3 3 3 2 3 1 1 1 2 1 2 1 5 2 , 0 0 0 0 0 1 5 0 2 0 0 0 1 0 1 0 0 0 0 1 2 4 0 0 5 0 1 0 1 0 0 7 1 0 0 1 0 4 0 2 0 0 0 1 0 1 0 1 
27, 9, gcurimfews, , grimes crews curie gies rims grim curfew curfs res crimes grime gums rife rim gie curs cries rifs cue curies cuif cris rif cis crew cum grew rimes few cues mew cuifs ifs rime mews cur curfews crime fes gum cures cure curf , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 4 2 6 3 2 2 4 4 3 3 6 1 0 5 5 4 3 4 3 2 5 1 6 4 2 5 2 0 5 1 4 3 1 1 0 2 2 1 3 4 3 2 , 3 3 4 1 3 3 3 3 1 3 3 1 2 3 1 3 2 2 2 4 2 2 2 1 2 2 2 3 3 2 2 2 1 3 3 3 4 3 2 1 3 3 3 , 0 1 1 0 3 0 1 1 3 1 0 0 3 3 0 1 1 3 1 1 1 1 3 1 1 1 0 3 6 1 5 1 4 3 5 1 1 1 6 0 1 1 1 
28, 0, nodtinkers, , dikes diker nones ons nor noir noters tikes ers tin tines dies dis ode not ones ods odes ties oink oke nines tinker dines dink tier die diners notes inkers noes inker tike nods ors nod dine none dins node tine nodi nos dikers ink tiers tins noter diner tinkers tis oinks ins dike note nodes noirs nine okes inks tie din one oes dinks , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 2 5 6 6 5 4 2 0 0 2 4 5 4 1 5 6 5 3 2 4 5 0 3 1 2 3 2 5 0 6 0 1 6 6 0 2 4 4 4 1 1 7 2 0 2 3 4 2 0 4 4 3 2 4 5 5 4 5 2 2 1 4 6 3 , 2 3 2 1 2 2 3 2 3 3 3 1 1 2 2 1 2 2 2 3 2 2 6 2 3 2 1 3 2 6 2 5 2 3 2 3 2 2 2 3 3 3 2 4 3 3 3 2 2 7 2 3 2 2 2 3 2 2 2 3 2 2 1 1 3 , 2 2 0 1 0 0 0 3 7 3 3 2 2 1 0 1 1 1 3 1 1 0 3 2 2 3 2 2 0 4 0 4 3 0 1 0 2 0 2 0 3 0 0 2 4 3 3 0 2 3 3 1 4 2 0 0 0 0 1 4 3 2 1 1 2 
28, 1, unsriavetd, v, nit used uns ria unsaved rat rivet set unset saved rave rad sae nae unit save ave raved net rid nave sat ret red rive rived sit urd sri sad vet use , False False False False True False True False False True True False False False False True True True False False True False False False True True False False False False True False , 5 6 0 0 3 3 1 4 4 3 1 4 3 4 5 2 0 2 5 4 3 4 3 4 1 2 4 7 0 5 0 5 , 1 1 3 3 3 1 3 2 3 3 3 1 1 1 2 3 3 3 2 2 3 1 2 1 2 2 1 1 3 1 3 1 , 1 0 0 3 0 3 3 2 0 2 3 3 2 1 0 2 5 3 1 3 1 2 3 3 3 3 2 0 2 2 6 0 
28, 2, duecogkers, , duo duces deke cor decos cog deckers dors decks decker ers dugs deco dekes decors cokes doges cors oke cogs dos eke ekes doers dee does dug deers duos ducks ducker egers duce duckers ors doe duke deer uke dues due cos doge ukes dees dukes decor eger duck dogs doer dor okes deck oes coke dog , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 5 4 3 5 0 3 6 5 3 5 6 1 5 4 2 5 3 1 3 7 3 4 5 5 6 3 5 6 5 3 3 4 3 3 5 4 5 4 6 0 4 4 5 6 5 4 3 3 6 5 6 2 3 3 1 3 , 2 2 2 2 3 3 4 2 2 3 2 2 3 2 3 2 2 2 2 3 1 2 2 3 1 1 2 3 2 2 3 3 2 4 2 1 2 2 2 3 3 2 2 2 1 2 3 2 2 2 2 1 2 2 1 2 2 , 0 0 0 3 0 3 0 0 0 0 2 0 0 0 0 3 0 3 4 3 0 2 2 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 1 0 0 3 0 1 0 0 0 2 0 0 0 0 4 0 4 3 0 
28, 3, wagnippers, , air wane gies wagers airs ags ars anes wans wanes nip apes age ers gie ager gip pes wiper wage wan gipper wap nips wae ane ape per wag nipper anis ani waps wairs wars apps war wipes agers gippers wipers nippers waes wages gips wager ais was wis ages wanier wipe wags apers wair app aper , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 4 4 4 5 6 6 5 6 5 0 5 4 0 3 4 1 2 4 4 1 1 3 3 5 4 4 1 0 0 5 1 6 5 6 5 6 5 4 1 4 0 6 5 4 4 6 7 7 5 3 4 6 4 5 3 4 , 1 2 1 3 2 2 2 1 2 2 3 1 2 3 1 2 2 1 2 3 2 5 2 3 2 1 1 2 3 6 2 2 2 2 2 2 2 2 3 6 3 7 2 3 2 3 1 2 1 2 2 2 3 3 2 2 2 , 1 0 2 0 1 1 1 1 0 0 3 1 1 7 2 1 2 5 0 0 0 2 0 3 0 1 1 5 0 3 1 1 0 0 0 1 0 0 1 2 0 3 0 0 2 0 1 0 0 1 0 0 0 1 0 1 1 
28, 4, witsalress, , wales ars ess tass tares res ale tres are isle tare ire sale sal wiles tales wale wiss isles wires ares sae wae witless ware wit wite wites wits sass sals ales tae wars tsar less war its tress waes tas ires wile tale tars tar wises tsars was wares wis wire les als sales wise ass , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 2 0 4 2 0 1 3 1 3 2 4 1 0 4 2 4 5 3 4 1 2 5 3 4 0 4 4 0 3 2 1 3 5 1 1 4 0 3 5 4 4 4 2 3 2 4 2 6 4 1 4 1 2 1 4 3 , 2 1 3 2 3 3 2 3 2 1 2 2 3 3 2 2 2 2 2 3 3 2 1 3 2 3 3 3 4 2 3 2 1 1 3 3 1 3 4 2 1 3 2 2 1 1 2 3 1 3 2 2 2 2 3 2 2 , 0 4 7 2 2 6 4 2 4 1 2 1 3 3 0 2 0 0 1 0 4 3 0 0 0 0 0 0 0 3 3 4 2 0 2 5 0 1 2 0 2 1 0 2 2 2 0 2 0 0 0 0 5 4 3 0 4 
28, 5, bromisstep, , rote step boite rip brome rite mist rot roe bis rep bos bris mise romp rom bit mis rose brit boss brie miss bop roms bise briss oms ose brose bite bro bros bot omit rise mite misstep , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 1 4 6 4 4 1 4 5 3 6 3 2 2 5 0 5 0 4 4 3 5 0 7 1 5 2 1 4 4 5 0 2 5 2 4 2 0 , 2 3 2 1 4 2 3 2 2 2 2 1 2 3 3 3 1 3 2 2 2 2 4 1 3 2 3 2 1 3 2 3 3 1 3 2 2 7 , 1 5 0 1 0 1 3 1 1 0 1 0 0 3 1 1 0 3 1 0 0 0 3 0 1 0 0 2 2 0 0 0 0 0 2 1 3 3 
28, 6, fiessteems, , ems fetes teems ess fee item esteems tee see fete fist fems stem eses ism isms fet fie esses sees fest fesses seem tees fees stems esteem fem items seems fists fesse its fit fess fets fits teem fes fests , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 5 0 0 4 4 1 0 2 3 2 6 2 4 5 5 3 0 3 3 2 4 2 1 6 2 1 6 4 2 5 2 6 3 1 6 6 0 1 5 , 2 2 5 3 1 2 5 3 2 2 2 2 2 2 1 2 1 3 3 2 2 3 3 3 1 2 4 1 2 4 2 3 1 2 3 1 2 4 2 2 , 2 0 5 2 0 1 2 5 3 0 0 0 3 2 1 1 0 0 2 3 0 0 3 5 0 3 2 0 1 3 0 0 1 0 0 0 0 5 0 0 
28, 7, jgetatkers, , gees jees tates gaes ars tats gars geta get ers tat gate eaters tater gat gas jar eater jake eke ekes jeer gee jetes jets tate jee getas eats eta gae takers ates taker getters jete etas gaters gates getter tae jet eat jeers gats gar tas ear ate gets jars ears jakes tar tars taters gater gears gear takes take , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 6 2 5 3 3 5 0 0 5 0 3 2 1 2 6 6 2 4 3 4 5 4 5 6 1 5 4 4 0 4 1 2 1 2 4 4 3 4 2 2 1 1 5 5 5 4 4 1 5 6 4 5 3 3 1 3 4 4 2 1 , 2 1 3 1 2 3 2 4 3 2 3 2 3 3 2 1 1 2 2 2 2 2 2 2 2 3 1 4 2 3 1 4 2 3 3 2 3 3 2 3 2 2 2 3 2 1 2 1 2 3 2 2 2 2 2 3 2 2 2 2 2 , 1 0 3 1 4 3 1 1 1 2 3 1 2 3 1 1 0 2 0 2 2 0 1 0 0 3 0 1 2 2 1 3 4 3 1 0 2 1 1 1 3 0 2 0 1 1 3 2 4 1 0 2 0 3 3 3 1 1 1 3 3 
28, 8, rpisiblage, , lag ria psi age sage pia isle slag pig plage isba rile sae blae rage pile risible page rag pis rig rib sib sag rise bag silage pie , False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 5 1 0 3 4 4 2 5 4 2 6 4 1 6 5 3 5 6 0 6 3 0 3 6 1 1 6 , 3 1 2 3 3 2 2 3 2 4 2 1 1 3 3 2 5 3 2 3 1 1 3 2 2 2 4 2 , 6 0 1 7 3 1 2 3 1 1 2 0 3 5 0 1 0 1 0 1 0 0 3 3 0 5 3 1 
28, 9, vdoltyaged, , aged doty dyed volt voyaged vole lag dag doled tye age dotage old dol vote ged ole tad dye doted dolt volta lad doe yag dot dote voe doge voltage tae led ted dole dad tag volte voted voyage voled dyad dog lye , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 1 5 1 3 5 2 4 4 2 0 2 5 0 5 0 4 3 5 4 0 2 4 5 0 1 4 6 4 2 2 4 3 4 6 1 4 5 3 5 5 4 3 , 4 2 2 3 5 2 2 2 3 2 3 3 2 3 1 3 2 1 1 2 4 3 1 2 3 2 2 1 2 3 1 2 2 3 1 2 3 2 4 2 2 2 1 , 6 1 1 0 0 0 3 1 1 4 6 1 2 1 0 7 2 4 1 1 1 0 3 1 5 1 1 0 1 0 4 3 4 1 1 4 0 0 0 0 1 1 3 
